event_id,file,subject,game,bout_length,cross2,is_long,bout_class,n_changes,change_rate,n_unique_cur_actions,dominant_action_fraction,final_cur_action,modal_cur_action,mean_imag_nonnoop_fraction,commit_action,commit_search_final_action,commit_search_modal_action,commit_matches_final_cur_action,commit_matches_modal_cur_action,commit_matches_commit_search_final,commit_matches_commit_search_modal
sub001-ses04-block2-game2_002::b0130,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,5,1,0.8501602564102564,1,2,3,0,1,0,0
sub001-ses04-block2-game2_002::b0131,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,1,0.5,2,0.6666666666666666,1,1,0.8030730022505456,1,3,4,1,1,0,0
sub001-ses04-block2-game2_002::b0132,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,1,26,0,Short,0,0.0,1,1.0,3,3,0.9387755102040817,1,0,2,0,0,0,0
sub001-ses04-block2-game2_002::b0133,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,0,0,0.8638549759526453,1,1,3,0,0,1,0
sub001-ses04-block2-game2_002::b0134,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,2,0.6666666666666666,2,2,0.8949357520786091,1,0,0,0,0,0,0
sub001-ses04-block2-game2_002::b0135,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,1,0.3333333333333333,2,0.75,1,0,0.8564986763936344,1,0,2,1,0,0,0
sub001-ses04-block2-game2_002::b0136,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,5,26,0,Short,4,1.0,4,0.4,0,0,0.8727738038359156,1,5,2,0,0,0,0
sub001-ses04-block2-game2_002::b0137,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,2,0.5,3,3,0.9096938775510205,1,3,2,0,0,0,0
sub001-ses04-block2-game2_002::b0138,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,37,26,1,Long,30,0.8333333333333334,6,0.2702702702702703,1,5,0.8657491008091525,2,5,4,0,0,0,0
sub001-ses04-block2-game2_002::b0139,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,22,26,0,Short,15,0.7142857142857143,6,0.3181818181818182,3,3,0.8592407545833608,3,1,5,1,1,0,0
sub001-ses04-block2-game2_002::b0140,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,1,1,0.8283744557329463,2,5,2,0,0,0,1
sub001-ses04-block2-game2_002::b0141,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,2,2,0.8350340136054422,1,2,0,0,0,0,0
sub001-ses04-block2-game2_002::b0142,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,4,4,0.8801418439716312,1,0,2,0,0,0,0
sub001-ses04-block2-game2_002::b0143,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,5,1,0.8939776217639315,1,1,1,0,1,1,1
sub001-ses04-block2-game2_002::b0144,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,9,26,0,Short,8,1.0,5,0.3333333333333333,1,1,0.81258017442767,2,0,0,0,0,0,0
sub001-ses04-block2-game2_002::b0145,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,3,0.5,0,0,0.8198073112223613,1,3,5,0,0,0,0
sub001-ses04-block2-game2_002::b0146,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,2,0.6666666666666666,3,3,0.8109500805152979,1,5,5,0,0,0,0
sub001-ses04-block2-game2_002::b0147,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,4,0.25,4,0,0.8349433512224209,1,3,5,0,0,0,0
sub001-ses04-block2-game2_002::b0148,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,5,26,0,Short,4,1.0,4,0.4,1,3,0.792424168825535,1,4,2,1,0,0,0
sub001-ses04-block2-game2_002::b0149,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,9,26,0,Short,7,0.875,5,0.2222222222222222,4,0,0.8470329714377334,1,3,0,0,0,0,0
sub001-ses04-block2-game2_002::b0150,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,4,0.25,4,0,0.8148738662131518,1,1,0,0,0,1,0
sub001-ses04-block2-game2_002::b0151,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,1,26,0,Short,0,0.0,1,1.0,3,3,0.8,1,3,1,0,0,0,1
sub001-ses04-block2-game2_002::b0152,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,5,26,0,Short,3,0.75,3,0.4,3,3,0.8354663891458527,1,1,1,0,0,1,1
sub001-ses04-block2-game2_002::b0153,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,7,26,0,Short,4,0.6666666666666666,4,0.42857142857142855,4,2,0.8405560985436357,3,5,5,0,0,0,0
sub001-ses04-block2-game2_002::b0154,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,5,26,0,Short,3,0.75,4,0.4,3,1,0.8419444444444444,1,4,0,0,1,0,0
sub001-ses04-block2-game2_002::b0155,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,0,0.0,1,1.0,5,5,0.7920696324951644,2,3,3,0,0,0,0
sub001-ses04-block2-game2_002::b0156,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,11,26,0,Short,8,0.8,5,0.36363636363636365,0,0,0.8331961326574704,3,5,5,0,0,0,0
sub001-ses04-block2-game2_002::b0157,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,12,26,0,Short,8,0.7272727272727273,6,0.3333333333333333,3,3,0.817881761478691,3,0,5,1,1,0,0
sub001-ses04-block2-game2_002::b0158,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,8,26,0,Short,7,1.0,5,0.25,0,0,0.8039562354004197,3,2,5,0,0,0,0
sub001-ses04-block2-game2_002::b0159,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,5,26,0,Short,4,1.0,3,0.4,1,0,0.8271972065874504,2,1,1,0,0,0,0
sub001-ses04-block2-game2_002::b0160,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,22,26,0,Short,19,0.9047619047619048,6,0.22727272727272727,3,0,0.8098420690234068,3,1,1,1,0,0,0
sub001-ses04-block2-game2_002::b0161,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,18,26,0,Short,15,0.8823529411764706,6,0.3333333333333333,0,1,0.8302697205871302,3,5,1,0,0,0,0
sub001-ses04-block2-game2_002::b0162,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,3,3,0.7994141227258712,2,4,3,0,0,0,0
sub001-ses04-block2-game2_002::b0163,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,89,26,1,Long,68,0.7727272727272727,6,0.2808988764044944,3,3,0.8197466380107808,1,2,3,0,0,0,0
sub001-ses04-block2-game2_002::b0164,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,40,26,1,Long,32,0.8205128205128205,6,0.45,3,3,0.8061656564436342,2,3,1,0,0,0,0
sub001-ses04-block2-game2_002::b0165,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,19,26,0,Short,16,0.8888888888888888,6,0.21052631578947367,2,2,0.8665448173192566,1,5,0,0,0,0,0
sub001-ses04-block2-game2_002::b0166,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,57,26,1,Long,46,0.8214285714285714,6,0.2631578947368421,4,3,0.8303753286085863,3,1,3,0,1,0,1
sub001-ses04-block2-game2_002::b0167,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,28,26,1,Long,22,0.8148148148148148,6,0.32142857142857145,4,5,0.8463753993271377,2,4,1,0,0,0,0
sub001-ses04-block2-game2_002::b0168,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,61,26,1,Long,50,0.8333333333333334,6,0.26229508196721313,3,3,0.8730505168888931,1,1,4,0,0,1,0
sub001-ses04-block2-game2_002::b0169,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,19,26,0,Short,16,0.8888888888888888,6,0.47368421052631576,5,5,0.8644365265281527,3,1,1,0,0,0,0
sub001-ses04-block2-game2_002::b0170,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,0,0.0,1,1.0,5,5,0.8734485815602837,1,3,0,0,0,0,0
sub001-ses04-block2-game2_002::b0171,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,1,0.5,2,0.6666666666666666,5,0,0.8607629718554088,1,1,1,0,0,1,1
sub001-ses04-block2-game2_002::b0172,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,1,0.5,2,0.6666666666666666,5,5,0.817987567987568,1,5,5,0,0,0,0
sub001-ses04-block2-game2_002::b0173,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,4,0.25,4,1,0.8380197943365346,1,5,5,0,1,0,0
sub001-ses04-block2-game2_002::b0174,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,13,26,0,Short,10,0.8333333333333334,5,0.23076923076923078,0,0,0.8417959196771998,1,5,5,0,0,0,0
sub001-ses04-block2-game2_002::b0175,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,3,3,0.8863463005339436,1,5,5,0,0,0,0
sub001-ses04-block2-game2_002::b0176,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,5,3,0.8476052249637156,1,2,1,0,0,0,1
sub001-ses04-block2-game2_002::b0177,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,1,1,0.7738205365402404,1,2,4,1,1,0,0
sub001-ses04-block2-game2_002::b0178,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,0,0,0.8770386452453321,1,3,3,0,0,0,0
sub001-ses04-block2-game2_002::b0179,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,3,0.5,4,3,0.8402168584825234,1,2,5,0,0,0,0
sub001-ses04-block2-game2_002::b0180,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,1,0.3333333333333333,2,0.75,4,5,0.8849734338179716,1,1,1,0,0,1,1
sub001-ses04-block2-game2_002::b0181,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,5,1,0.8551554828150574,3,4,0,0,0,0,0
sub001-ses04-block2-game2_002::b0182,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,1,0.5,2,0.6666666666666666,3,5,0.8423385958156847,1,5,2,0,0,0,0
sub001-ses04-block2-game2_002::b0183,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,5,2,0.8379920801304449,1,0,5,0,0,0,0
sub001-ses04-block2-game2_002::b0184,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,8,26,0,Short,5,0.7142857142857143,5,0.5,5,5,0.8375320726116533,1,2,5,0,0,0,0
sub001-ses04-block2-game2_002::b0185,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,5,2,0.7616892911010558,1,3,1,0,0,0,1
sub001-ses04-block2-game2_002::b0186,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,5,4,0.8257918552036199,1,2,0,0,0,0,0
sub001-ses04-block2-game2_002::b0187,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,1,0.3333333333333333,2,0.75,2,5,0.8336078666267346,1,1,3,0,0,1,0
sub001-ses04-block2-game2_002::b0188,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,1,0.5,2,0.6666666666666666,5,3,0.8061525892408246,1,5,4,0,0,0,0
sub001-ses04-block2-game2_002::b0189,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,2,0,0.8870629370629369,1,1,2,0,0,1,0
sub001-ses04-block2-game2_002::b0190,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,4,1,0.8419932075394261,1,0,1,0,1,0,1
sub001-ses04-block2-game2_002::b0191,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,4,0.25,1,1,0.802793216577411,1,1,1,1,1,1,1
sub001-ses04-block2-game2_002::b0192,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,3,0.5,0,0,0.8207843137254902,1,3,1,0,0,0,1
sub001-ses04-block2-game2_002::b0193,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,4,0,0.855656108597285,1,1,4,0,0,1,0
sub001-ses04-block2-game2_002::b0194,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,2,0,0.8184768160137619,1,2,4,0,0,0,0
sub001-ses04-block2-game2_002::b0195,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,0,0.0,1,1.0,1,1,0.8813651757047983,1,2,4,1,1,0,0
sub001-ses04-block2-game2_002::b0196,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,3,0.5,0,0,0.7988684640522876,1,3,0,0,0,0,0
sub001-ses04-block2-game2_002::b0197,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,1,26,0,Short,0,0.0,1,1.0,5,5,0.9454545454545454,1,4,2,0,0,0,0
sub001-ses04-block2-game2_002::b0198,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,7,26,0,Short,5,0.8333333333333334,5,0.42857142857142855,1,1,0.8656830518733012,2,2,1,0,0,1,0
sub001-ses04-block2-game2_002::b0199,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,11,26,0,Short,10,1.0,5,0.2727272727272727,1,0,0.8460318733834611,2,0,0,0,0,0,0
sub001-ses04-block2-game2_002::b0200,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,22,26,0,Short,19,0.9047619047619048,6,0.2727272727272727,5,1,0.8369956868931002,2,0,0,0,0,0,0
sub001-ses04-block2-game2_002::b0201,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,6,26,0,Short,5,1.0,5,0.3333333333333333,3,3,0.8303766399915177,3,4,4,1,1,0,0
sub001-ses04-block2-game2_002::b0202,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,6,26,0,Short,5,1.0,5,0.3333333333333333,3,2,0.8567815404265912,1,1,5,0,0,1,0
sub001-ses04-block2-game2_002::b0203,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,2,1,0.8214479905437352,1,4,1,0,1,0,1
sub001-ses04-block2-game2_002::b0204,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,3,0.5,0,0,0.8869992441421013,1,5,1,0,0,0,1
sub001-ses04-block2-game2_002::b0205,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,4,0.25,0,0,0.8555131754366871,1,0,4,0,0,0,0
sub001-ses04-block2-game2_002::b0206,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,2,0.6666666666666666,0,0,0.8246031746031747,1,0,5,0,0,0,0
sub001-ses04-block2-game2_002::b0207,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,0,0.0,1,1.0,0,0,0.8662587412587412,1,4,1,0,0,0,1
sub001-ses04-block2-game2_002::b0208,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,1,0.5,2,0.6666666666666666,5,5,0.8377476313522824,1,0,0,0,0,0,0
sub001-ses04-block2-game2_002::b0209,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,3,0.5,4,0,0.8666028911564626,1,1,2,0,0,1,0
sub001-ses04-block2-game2_002::b0210,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,3,3,0.8547826086956521,1,2,5,0,0,0,0
sub001-ses04-block2-game2_002::b0211,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,4,0.25,2,0,0.8190026595744682,1,2,5,0,0,0,0
sub001-ses04-block2-game2_002::b0212,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,0,0,0.8714153561517113,1,4,1,0,0,0,1
sub001-ses04-block2-game2_002::b0213,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,3,0.5,2,1,0.8454001842302208,1,5,5,0,1,0,0
sub001-ses04-block2-game2_002::b0214,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,2,0.6666666666666666,1,1,0.8814814814814814,1,5,0,1,1,0,0
sub001-ses04-block2-game2_002::b0215,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,5,0,0.8649158249158249,1,2,5,0,0,0,0
sub001-ses04-block2-game2_002::b0216,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,4,0.25,0,0,0.8406410256410257,1,0,1,0,0,0,1
sub001-ses04-block2-game2_002::b0217,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,0,0.0,1,1.0,3,3,0.7866082603254068,1,5,3,0,0,0,0
sub001-ses04-block2-game2_002::b0218,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,5,2,0.8390909090909091,1,0,1,0,0,0,1
sub001-ses04-block2-game2_002::b0219,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,2,0,0.8855555555555555,1,1,5,0,0,1,0
sub001-ses04-block2-game2_002::b0220,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,5,1,0.8446376811594202,1,0,1,0,1,0,1
sub001-ses04-block2-game2_002::b0221,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,5,1,0.87876280535855,1,1,2,0,1,1,0
sub001-ses04-block2-game2_002::b0222,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,1,0,0.8031985624438455,1,1,5,1,0,1,0
sub001-ses04-block2-game2_002::b0223,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,2,2,0.8965130682521987,1,1,3,0,0,1,0
sub001-ses04-block2-game2_002::b0224,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,2,0.6666666666666666,1,1,0.857516339869281,1,5,5,1,1,0,0
sub001-ses04-block2-game2_002::b0225,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,4,4,0.8900966183574879,1,4,1,0,0,0,1
sub001-ses04-block2-game2_002::b0226,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,22,26,0,Short,16,0.7619047619047619,6,0.3181818181818182,2,3,0.8428316461418478,3,5,1,0,1,0,0
sub001-ses04-block2-game2_002::b0227,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,43,26,1,Long,33,0.7857142857142857,6,0.2558139534883721,2,1,0.8581251496860604,3,5,1,0,0,0,0
sub001-ses04-block2-game2_002::b0228,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,1,26,0,Short,0,0.0,1,1.0,1,1,0.9130434782608695,1,0,1,1,1,0,1
sub001-ses04-block2-game2_002::b0229,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,7,26,0,Short,4,0.6666666666666666,4,0.42857142857142855,1,1,0.8616759308454451,3,1,5,0,0,0,0
sub001-ses04-block2-game2_002::b0230,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,1,26,0,Short,0,0.0,1,1.0,5,5,0.9782608695652174,1,1,1,0,0,1,1
sub001-ses04-block2-game2_002::b0231,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,6,26,0,Short,3,0.6,3,0.5,3,5,0.8128321256038648,5,4,4,0,1,0,0
sub001-ses04-block2-game2_002::b0232,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,9,26,0,Short,8,1.0,5,0.3333333333333333,2,1,0.8657632247664625,1,1,5,0,1,1,0
sub001-ses04-block2-game2_002::b0233,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,9,26,0,Short,7,0.875,6,0.3333333333333333,3,2,0.8435998918128796,2,0,5,0,1,0,0
sub001-ses04-block2-game2_002::b0234,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,21,26,0,Short,18,0.9,6,0.2857142857142857,0,2,0.8644913986265512,3,0,1,0,0,0,0
sub001-ses04-block2-game2_002::b0235,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,9,26,0,Short,6,0.75,5,0.4444444444444444,0,3,0.8450498509610443,2,4,2,0,0,0,1
sub001-ses04-block2-game2_002::b0236,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,1,26,0,Short,0,0.0,1,1.0,2,2,0.9180327868852459,3,5,2,0,0,0,0
sub001-ses04-block2-game2_002::b0237,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,113,26,1,Long,90,0.8035714285714286,6,0.25663716814159293,2,2,0.8243703312107534,2,3,4,1,1,0,0
sub001-ses04-block2-game2_002::b0238,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,5,26,0,Short,4,1.0,4,0.4,0,0,0.8782682701202591,1,2,0,0,0,0,0
sub001-ses04-block2-game2_002::b0239,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,30,26,1,Long,24,0.8275862068965517,6,0.3,1,1,0.8500974038920831,1,5,1,1,1,0,1
sub001-ses04-block2-game2_002::b0240,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,2,0.6666666666666666,1,1,0.8955669224211423,1,2,2,1,1,0,0
sub001-ses04-block2-game2_002::b0241,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,5,26,0,Short,4,1.0,5,0.2,4,0,0.859492942709697,2,1,2,0,0,0,1
sub001-ses04-block2-game2_002::b0242,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,37,26,1,Long,30,0.8333333333333334,6,0.2972972972972973,0,5,0.8713716631850519,2,5,5,0,0,0,0
sub001-ses04-block2-game2_002::b0243,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,12,26,0,Short,10,0.9090909090909091,5,0.25,1,2,0.8530233600532413,2,3,5,0,1,0,0
sub001-ses04-block2-game2_002::b0244,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,7,26,0,Short,4,0.6666666666666666,4,0.5714285714285714,3,1,0.8888781951023017,1,3,2,0,1,0,0
sub001-ses04-block2-game2_002::b0245,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,1,0,0.8329204870353939,1,1,1,1,0,1,1
sub001-ses04-block2-game2_002::b0246,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,3,0.5,4,4,0.8903273503614623,1,1,5,0,0,1,0
sub001-ses04-block2-game2_002::b0247,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,2,26,0,Short,1,1.0,2,0.5,4,2,0.8838652482269503,3,3,5,0,0,1,0
sub001-ses04-block2-game2_002::b0248,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,6,26,0,Short,5,1.0,5,0.3333333333333333,2,0,0.8708503279791439,1,1,1,0,0,1,1
sub001-ses04-block2-game2_002::b0249,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,3,0.5,1,1,0.8333394832998374,1,3,1,1,1,0,1
sub001-ses04-block2-game2_002::b0250,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,5,26,0,Short,4,1.0,4,0.4,1,5,0.8594233979858867,1,1,1,1,0,1,1
sub001-ses04-block2-game2_002::b0251,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,3,1.0,4,0.25,5,1,0.9267383107088989,1,3,2,0,1,0,0
sub001-ses04-block2-game2_002::b0252,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,4,1,0.9159278959810875,1,3,5,0,1,0,0
sub001-ses04-block2-game2_002::b0253,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,3,0.5,2,1,0.9022804774083547,1,2,5,0,1,0,0
sub001-ses04-block2-game2_002::b0254,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,1,1,0.8166296101864147,1,1,1,1,1,1,1
sub001-ses04-block2-game2_002::b0255,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,10,26,0,Short,8,0.8888888888888888,5,0.3,5,0,0.8484274202566484,1,1,5,0,0,1,0
sub001-ses04-block2-game2_002::b0256,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,4,26,0,Short,2,0.6666666666666666,3,0.5,1,1,0.8630904284790839,3,3,4,0,0,1,0
sub001-ses04-block2-game2_002::b0257,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,2,3,26,0,Short,2,1.0,3,0.3333333333333333,0,0,0.8132799786581298,1,2,5,0,0,0,0
