event_id,file,subject,session,block,game,chunk,start_pos,end_pos,pre_pos,commit_pos,length_real_steps,start_global_idx,end_global_idx,commit_global_idx,commit_action,entropy_at_pre,entropy_at_onset,entropy_at_commit,margin_at_pre,margin_at_onset,margin_at_commit,q_gap_at_pre,q_gap_at_onset,q_gap_at_commit,rollout_spread_at_pre,rollout_spread_at_onset,rollout_spread_at_commit,cross2,is_long,bout_class
sub001-ses04-block4-game2_000::b0046,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,917,922,916,923,6,47097,47353,47402,1,0.7883231953251277,0.7696660499653769,1.0127683761976547,0.4909391071737074,0.5591542477558912,0.15684855141955,0.020647048950195312,4.4187846183776855,0.06772756576538086,0.22654056549072266,0.0,0.6402797698974609,26,0,Short
sub001-ses04-block4-game2_000::b0047,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,928,933,927,934,6,47662,47914,47965,1,0.8296587948169443,0.7305125803170798,0.9625719345332634,0.5760553587045185,0.6072657706505722,0.20709528671656507,0.0,0.14012432098388672,4.730079650878906,0.0,0.8835890293121338,0.3496837615966797,26,0,Short
sub001-ses04-block4-game2_000::b0048,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,939,942,938,943,4,48217,48366,48415,1,0.7542510478534444,0.8123213488024845,0.9780324898491131,0.5735335363697964,0.559683501551999,0.1720862562680322,0.04721260070800781,0.2666158676147461,0.06884193420410156,0.5379624366760254,0.661646842956543,0.9097356796264648,26,0,Short
sub001-ses04-block4-game2_000::b0049,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,947,948,946,949,2,48624,48670,48720,1,0.7912901798786675,0.7615353000150107,1.0480914267449744,0.5865846257129518,0.5471071305794573,0.04504869690905294,1.2531726360321045,0.0,4.465411186218262,0.578977108001709,0.0,0.6807069778442383,26,0,Short
sub001-ses04-block4-game2_000::b0050,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,953,953,952,954,1,48922,48922,48971,3,0.8046170284458924,0.7049839812713405,1.04034941815232,0.5595605350904159,0.6127546127069812,0.033576817485799604,4.688888072967529,0.21576309204101562,0.49948787689208984,0.49063777923583984,0.48859596252441406,0.9079446792602539,26,0,Short
sub001-ses04-block4-game2_000::b0051,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1017,1017,1016,1018,1,52131,52131,52182,1,0.6714913185516862,0.6445129779192909,0.8348824246865089,0.7121523237839199,0.7201723506723829,0.5753294133912573,0.3776211738586426,0.0,4.240846157073975,1.16633939743042,0.0,0.6249704360961914,26,0,Short
sub001-ses04-block4-game2_000::b0052,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1023,1032,1022,1033,10,52435,52886,52938,2,0.9737713144508332,0.918018706378633,0.9079957145608298,0.45013045093181603,0.4201968907750495,0.5563411883625653,0.0,3.424124002456665,0.2315070629119873,0.0,0.0,0.0,26,0,Short
sub001-ses04-block4-game2_000::b0053,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1060,1067,1059,1068,8,54257,54607,54656,2,0.7845953872926668,0.7935587396852434,0.9463625699401979,0.5626593361139335,0.4705886606654962,0.39948609140763697,3.1913230419158936,0.0,0.6613585948944092,0.0,0.0,1.061460256576538,26,0,Short
sub001-ses04-block4-game2_000::b0054,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1079,1108,1078,1109,30,55209,56672,56725,2,0.4042075679748215,0.37941057948783463,0.713796553618548,0.8257122929291432,0.8524984124156849,0.6971731136065948,3.2480108737945557,0.019357919692993164,0.0,0.0,0.0,0.0,26,1,Long
sub001-ses04-block4-game2_000::b0055,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1152,1162,1151,1163,11,58913,59416,59466,1,0.8334719700782859,0.9761858770070788,1.2095087452662432,0.4849222607156046,0.4431351472849621,0.2798613922982563,0.0,0.0,4.3563971519470215,0.0,0.0,0.0,26,0,Short
sub001-ses04-block4-game2_000::b0056,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1167,1170,1166,1171,4,59665,59813,59864,1,0.8056490294994012,0.8300977179124353,0.8766754399965899,0.5452356851704157,0.5298112216643175,0.4932347145944119,0.6477534770965576,4.619804859161377,0.2517428398132324,0.045726776123046875,0.17596006393432617,0.0,26,0,Short
sub001-ses04-block4-game2_000::b0057,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1174,1176,1173,1177,3,60031,60141,60189,1,0.7282960754802651,0.9656140309254697,1.0450631958811862,0.6068956217756065,0.491515087291457,0.3208031054198606,0.0014743804931640625,4.466006755828857,4.81684684753418,0.20371007919311523,0.0,0.4647045135498047,26,0,Short
sub001-ses04-block4-game2_000::b0058,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1180,1183,1179,1184,4,60342,60489,60539,1,0.9842280713153235,0.8317032173719883,0.8247340242060525,0.4520650391251523,0.5292045894248862,0.4571788630302089,0.0,4.081689357757568,0.18185949325561523,0.0,0.0,0.0,26,0,Short
sub001-ses04-block4-game2_000::b0059,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1187,1189,1186,1190,3,60697,60797,60852,1,0.7797284297828253,0.9428735728062491,1.000969451135925,0.5566220056258915,0.4803674008511726,0.2170618081417527,0.31139039993286133,0.5390377044677734,4.890766620635986,0.0,0.20058012008666992,0.14751482009887695,26,0,Short
sub001-ses04-block4-game2_000::b0060,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1193,1195,1192,1196,3,61022,61123,61176,1,0.9876984611152798,0.7337790282049483,0.9438364598852907,0.45209967616749325,0.5950300050683875,0.29578860163044174,4.954806804656982,0.1245107650756836,0.06439828872680664,0.08200597763061523,0.21898651123046875,0.16160345077514648,26,0,Short
sub001-ses04-block4-game2_000::b0061,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1199,1201,1198,1202,3,61328,61430,61485,1,0.7716397686241789,0.8091916462841897,1.0152930965915954,0.5712791958563036,0.5373677790196714,0.12232345386010668,4.59727144241333,0.0,4.603026866912842,0.0,0.0,0.0,26,0,Short
sub001-ses04-block4-game2_000::b0062,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1205,1207,1204,1208,3,61650,61751,61804,1,0.8450024354034193,0.7221473886468336,1.0247821083558175,0.5193360466820982,0.5877651410669342,0.20133779030157273,5.044529438018799,0.6749610900878906,0.02542591094970703,0.10886096954345703,0.34647274017333984,0.3823413848876953,26,0,Short
sub001-ses04-block4-game2_000::b0063,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1212,1214,1211,1215,3,62018,62122,62170,1,0.9660235294884869,0.7233680209631095,0.9640735786133992,0.43386536582544577,0.6294794809462809,0.2354507342682905,0.0,0.12497663497924805,0.0,0.0,0.9671249389648438,0.0,26,0,Short
sub001-ses04-block4-game2_000::b0064,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1219,1220,1218,1221,2,62381,62430,62478,1,0.8602101409157142,0.7036165619031927,0.9501589818652197,0.5539599066202816,0.6073894674751898,0.19096150328130596,5.184323787689209,4.766512393951416,5.511619567871094,0.3662381172180176,0.22558069229125977,0.9006381034851074,26,0,Short
sub001-ses04-block4-game2_000::b0065,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1225,1227,1224,1228,3,62688,62795,62849,1,0.7369544018826868,0.901873095641446,1.057744324129954,0.5993154725254135,0.5212847989088605,0.19025666144626247,0.198577880859375,0.8665509223937988,0.005351066589355469,0.5760297775268555,0.6260809898376465,0.7489748001098633,26,0,Short
sub001-ses04-block4-game2_000::b0066,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1231,1233,1230,1234,3,63010,63110,63160,1,0.9723547260270017,0.9711795432328874,1.0230910344169026,0.40568015355954523,0.46587234251975423,0.015126185244154211,0.07826471328735352,5.193220138549805,5.142629623413086,0.7444424629211426,0.4234485626220703,0.4219040870666504,26,0,Short
sub001-ses04-block4-game2_000::b0067,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1238,1240,1237,1241,3,63357,63457,63507,1,0.9360425569371356,0.8062141958849809,0.9832050314124143,0.5014371488846608,0.5634194745009854,0.06620519075066716,5.417362689971924,0.0,0.0,0.4808368682861328,0.0,0.0,26,0,Short
sub001-ses04-block4-game2_000::b0068,test/sub001/ses-04/sub001-ses04-block4-game2_000.npy,sub001,04,4,2,000,1245,1245,1244,1246,1,63714,63714,63762,1,0.9416734317539647,0.7428677029958783,0.9553138757787439,0.5121115568063395,0.5930947038479317,0.33091045296996635,0.31206464767456055,0.2255077362060547,4.479833602905273,0.5166845321655273,0.011259078979492188,0.0,26,0,Short
