game_id,game_name,mean_withholding_preceded,mean_not_preceded,n_subjects,shapiro_p,test_name,statistic,p_value,significance
0,Enduro,0.27503182978706053,0.20068492933345428,6,0.0028220501274202263,Wilcoxon signed-rank,6.0,0.4375,ns
1,Pong,-0.017092634744714327,-0.0344013696319927,6,0.9026723760536528,paired t-test,4.792394095269242,0.004916521752694563,**
2,SpaceInvaders,3.1559929095390786,2.4775255822104945,6,0.1498381514828897,paired t-test,7.079956594293631,0.0008700220223059439,***
