subject,subject_label,session,block,game_id,game_name,episode_index,n_withholding_preceded,n_not_preceded,reward_withholding_preceded_mean,reward_not_preceded_mean,reward_difference,episode_label
sub-001,S1,2,7,1,Pong,0,195,798,0.0,-0.0037593984962406013,0.0037593984962406013,ses02-block07-ep00
sub-001,S1,2,9,1,Pong,0,177,781,0.0,-0.002560819462227913,0.002560819462227913,ses02-block09-ep00
sub-001,S1,3,5,1,Pong,0,174,515,0.0,0.003883495145631068,-0.003883495145631068,ses03-block05-ep00
sub-001,S1,3,7,1,Pong,0,164,553,0.0,-0.007233273056057866,0.007233273056057866,ses03-block07-ep00
sub-001,S1,3,9,1,Pong,0,200,571,0.0,0.0,0.0,ses03-block09-ep00
sub-001,S1,4,5,1,Pong,0,150,556,0.0,-0.0035971223021582736,0.0035971223021582736,ses04-block05-ep00
sub-001,S1,4,7,1,Pong,0,153,420,0.0,0.0,0.0,ses04-block07-ep00
sub-001,S1,4,9,1,Pong,0,175,505,-0.005714285714285714,0.0,-0.005714285714285714,ses04-block09-ep00
sub-001,S1,1,3,2,SpaceInvaders,0,153,2659,0.19607843137254902,0.6750658142158706,-0.47898738284332165,ses01-block03-ep00
sub-001,S1,1,3,2,SpaceInvaders,1,125,2186,0.92,0.601555352241537,0.31844464775846304,ses01-block03-ep01
sub-001,S1,1,3,2,SpaceInvaders,2,136,2836,0.4411764705882353,0.403737658674189,0.0374388119140463,ses01-block03-ep02
