iter	MultiClass
463	0.5750599397
464	0.5746146592
465	0.5741498512
466	0.5737393245
467	0.5732749726
468	0.5729336188
469	0.5724928999
470	0.572053661
471	0.5717096449
472	0.5712281035
473	0.570783675
474	0.5703231998
475	0.5699476569
476	0.5696389129
477	0.5693183444
478	0.5689359969
479	0.5685824982
480	0.5681987251
481	0.5678252262
482	0.5673823692
483	0.5669711013
484	0.5665523424
485	0.5661219235
486	0.5657815096
487	0.5653763196
488	0.5649989407
489	0.5645342868
490	0.5642132562
491	0.563871026
492	0.5633999921
493	0.5629974626
494	0.5626571311
495	0.562220593
496	0.5619011369
497	0.5615589539
498	0.5612244016
499	0.560958012
500	0.5605967057
501	0.5601427389
502	0.5597582069
503	0.5593803218
504	0.5590323216
505	0.5586624353
506	0.5583163993
507	0.5578884327
508	0.5575334078
509	0.5571081146
510	0.5567969033
511	0.5564024694
512	0.5560359253
513	0.555685962
514	0.5553188341
515	0.554883373
516	0.5546054027
517	0.5542072351
518	0.5538751893
519	0.5535363686
520	0.5531230388
521	0.5527355833
522	0.5523384494
523	0.5519853613
524	0.5516927474
525	0.5513949959
526	0.5510442591
527	0.5507123981
528	0.5502656908
529	0.5499717084
530	0.5495995012
531	0.5492527244
532	0.5489113078
533	0.5486327876
534	0.5482452798
535	0.5479288211
536	0.5476377172
537	0.547269374
538	0.5468885291
539	0.5465909917
540	0.5462264837
541	0.5458280861
542	0.5455425568
543	0.5452160067
544	0.5449356567
545	0.5445702727
546	0.5441708454
547	0.5438692972
548	0.5435154472
549	0.5432031534
550	0.5428146815
551	0.5424645228
552	0.5420736679
553	0.5417955526
554	0.5414367379
555	0.541109634
556	0.5407942272
557	0.5404860529
558	0.5401644886
559	0.5398602029
560	0.5395310639
561	0.5392666948
562	0.5388924376
563	0.5385299799
564	0.5382365701
565	0.5378627036
566	0.5375216136
567	0.5371768452
568	0.536858631
569	0.5364651701
570	0.5360893267
571	0.5357564582
572	0.5354890922
573	0.5350980966
574	0.5347613128
575	0.5344850291
576	0.5342058732
577	0.5339471278
578	0.533652755
579	0.5333591875
580	0.5330401381
581	0.5327624949
582	0.532499563
583	0.5322242304
584	0.5318386921
585	0.5315456076
586	0.5313136674
587	0.5310323462
588	0.5306657666
589	0.5303080783
590	0.5299281962
591	0.5297055859
592	0.5295200353
593	0.5292189906
594	0.5289238442
595	0.5286189538
596	0.5284109634
597	0.528058342
598	0.5278028589
599	0.5275258762
600	0.5272409572
601	0.5270046918
602	0.5267622095
603	0.5264333901
604	0.5261628285
605	0.5258930067
606	0.5256274449
607	0.5253390828
608	0.5249674129
609	0.524638261
610	0.5243715519
611	0.5241786081
612	0.523957945
613	0.5236215639
614	0.5232577633
615	0.523000091
616	0.522676162
617	0.5223776403
618	0.5220966935
619	0.5218283966
620	0.5215000766
621	0.5212846547
622	0.520985229
623	0.520763389
624	0.5204083909
625	0.5201711742
626	0.5198391157
627	0.5195241149
628	0.5192991616
629	0.5190313541
630	0.5186926359
631	0.5183980888
632	0.5182066466
633	0.5179931249
634	0.5176624163
635	0.5173834962
636	0.5170534588
637	0.5167084671
638	0.5164216438
639	0.5160831053
640	0.5157413866
641	0.5154515873
642	0.5151326638
643	0.5147932024
644	0.514493843
645	0.5141591368
646	0.5137965904
647	0.5135157344
648	0.5132378563
649	0.5129749957
650	0.5127561922
651	0.5125022641
652	0.5122888177
653	0.5119761619
654	0.5116526009
655	0.5113850977
656	0.511129023
657	0.5108801244
658	0.5105267519
659	0.5102600217
660	0.5099182727
661	0.5096073439
662	0.5093504915
663	0.5090497826
664	0.5087950628
665	0.5085642408
666	0.5083094604
667	0.5080068651
668	0.5077403714
669	0.5074839318
670	0.5071735561
671	0.5069077581
672	0.5066166026
673	0.5063506021
674	0.5061038236
675	0.5057560612
676	0.5054510663
677	0.5052170323
678	0.5049266825
679	0.504672396
680	0.5044175085
681	0.5041335354
682	0.5038690958
683	0.5036624808
684	0.5034690261
685	0.5031843377
686	0.5029668539
687	0.5026917637
688	0.5024848708
689	0.5021663831
690	0.5018586504
691	0.5015314964
692	0.5013403666
693	0.501059502
694	0.5008359626
695	0.5006191249
696	0.5003792534
697	0.5000979007
698	0.4998742165
699	0.4996416184
700	0.4994357637
701	0.4992500987
702	0.4989541453
703	0.4987905231
704	0.4984829631
705	0.4982607384
706	0.4980517494
707	0.4977567522
708	0.4974543637
709	0.4972362309
710	0.4970000787
711	0.4967119851
712	0.4964303166
713	0.4961981252
714	0.4958993743
715	0.4956171323
716	0.495439204
717	0.4952163301
718	0.4949725247
719	0.4946351163
720	0.49436587
721	0.4941751657
722	0.4940159277
723	0.4937782588
724	0.4935065183
725	0.4932086972
726	0.4929119509
727	0.4926104363
728	0.4923319943
729	0.4920868098
730	0.4917629256
731	0.4914427511
732	0.4912752917
733	0.4910244145
734	0.490780465
735	0.4905719475
736	0.4903438102
737	0.4900497691
738	0.4898017831
739	0.4895371681
740	0.4893501525
741	0.4890889874
742	0.4888756189
743	0.4885914663
744	0.4883697259
745	0.488094721
746	0.4878789933
747	0.4876718265
748	0.4874985133
749	0.4872446954
750	0.4869931366
751	0.4868154287
752	0.4866236734
753	0.4864049108
754	0.4860885942
755	0.4858307569
756	0.4855838551
757	0.4854065893
758	0.4852267641
759	0.4849572743
760	0.4847231467
761	0.484541218
762	0.484293904
763	0.4841331469
764	0.4838769694
765	0.4836579572
766	0.483465865
767	0.4833083023
768	0.4830981144
769	0.4828001876
770	0.4825386954
771	0.4823378412
772	0.4821026059
773	0.4819164007
774	0.4816590011
775	0.4814373917
776	0.4812335907
777	0.4809989508
778	0.4807494743
779	0.4805597623
780	0.4804129137
781	0.4801600664
782	0.4800024199
783	0.4797635864
784	0.4794839245
785	0.4791645465
786	0.4789131141
787	0.4787097447
788	0.4784978739
789	0.4782502232
790	0.4779887219
791	0.4777199886
792	0.4775207893
793	0.4772482177
794	0.4770354778
795	0.4767721954
796	0.476531224
797	0.4762588513
798	0.4760030796
799	0.4758019722
800	0.475545408
801	0.4753401853
802	0.4751669058
803	0.4750021993
804	0.4747194697
805	0.4744669438
806	0.4742176875
807	0.4740185441
808	0.4737715924
809	0.4735100201
810	0.4733028729
811	0.4731069236
812	0.4728935101
813	0.4725746642
814	0.4724018064
815	0.4722040318
816	0.4719397373
817	0.4717565926
818	0.4714835734
819	0.4712763962
820	0.4710235581
821	0.4708411769
822	0.4705539705
823	0.4703023854
824	0.4700987439
825	0.4699036155
826	0.469720585
827	0.4694610963
828	0.4692928471
829	0.4690250659
830	0.4687816087
831	0.4686190475
832	0.4683435975
833	0.4682359104
834	0.4679673521
835	0.4676986592
836	0.4674822201
837	0.4672048284
838	0.466977922
839	0.4667338593
840	0.4665007482
841	0.4663640378
842	0.4661990203
843	0.466010798
844	0.4657431311
845	0.4654858046
846	0.4653415182
847	0.4651088342
848	0.4649072806
849	0.4647486639
850	0.4645475138
851	0.4642807461
852	0.4640969614
853	0.4639232076
854	0.463690555
855	0.4634711319
856	0.4632377162
857	0.463034626
858	0.4627917269
859	0.4625779115
860	0.4623025527
861	0.4621135358
862	0.4619579931
863	0.4617037607
864	0.4615817428
865	0.4614232189
866	0.4612469425
867	0.4610238561
868	0.4608174466
869	0.4605932696
870	0.4603342368
871	0.4601631814
872	0.4599488839
873	0.4597330912
874	0.4595199033
875	0.4593501771
876	0.4591153159
877	0.4588626954
878	0.4586475421
879	0.4584995126
880	0.4583612814
881	0.4581384737
882	0.4579483081
883	0.4577512675
884	0.457557854
885	0.4573870001
886	0.4572125383
887	0.4570020307
888	0.4568178957
889	0.4566055499
890	0.4563566088
891	0.4561495409
892	0.4558872783
893	0.4557338807
894	0.4555265314
895	0.4553252599
896	0.455165538
897	0.4549259369
898	0.4547092259
899	0.4545014467
900	0.4542912179
901	0.4540549421
902	0.4538011382
903	0.4536676472
904	0.4535008099
905	0.4532953382
906	0.453054266
907	0.4528569266
908	0.452641993
909	0.4523968563
910	0.4522423389
911	0.452023976
912	0.4517744587
913	0.4515816716
914	0.4513839296
915	0.4512059662
916	0.4510615715
917	0.4508900315
918	0.450680037
919	0.4504695359
920	0.4502680018
921	0.4500434882
922	0.4498404797
923	0.4496430805
924	0.4494778978
925	0.4493673771
926	0.4491804399
927	0.4490410819
928	0.4489270869
929	0.4487508529
930	0.448544704
931	0.4483834974
932	0.4481845307
933	0.4479610436
934	0.4478323634
935	0.4476668418
936	0.4474784398
937	0.44725308
938	0.4471359646
939	0.4468747765
940	0.4466568361
941	0.4464256086
942	0.4461893694
943	0.4460749021
944	0.4458759148
945	0.4456985034
946	0.4454458691
947	0.445266514
948	0.4450839218
949	0.4449114087
950	0.4447807177
951	0.4446457455
952	0.4444906186
953	0.444273016
954	0.4440380669
955	0.443789148
956	0.4435548056
957	0.4434006243
958	0.4431897881
959	0.443010586
960	0.4428120556
961	0.4426694168
962	0.4424526319
963	0.4422144353
964	0.4420150149
965	0.4418048267
966	0.4416088604
967	0.4413611882
968	0.4411217964
969	0.4409655231
970	0.4407566351
971	0.4405303293
972	0.4403438409
973	0.4400781694
974	0.4398673993
975	0.439747241
976	0.4395443264
977	0.4393613923
978	0.4391587429
979	0.4389462587
980	0.4387392073
981	0.4385780505
982	0.4383912593
983	0.4382127979
984	0.4379914778
985	0.4377656256
986	0.4376465744
987	0.4375369277
988	0.4373950839
989	0.4372051919
990	0.437051913
991	0.4368295462
992	0.4366412566
993	0.4364675306
994	0.4362750089
995	0.4360912113
996	0.4359470891
997	0.4357193006
998	0.4355030694
999	0.4353785045
